TEO,FWC,FWE,TCA,TO_sump,TO_feed,PO_feed,VC,VE,TWI,Y
44.21,269.9,215.3,4,110.1,107.7,132,51,56,55.03,8
46.25,266.1,216.4,6,116.4,113.3,136,57,56,55.61,8
50.47,269.5,216.5,1.9,122,115.7,141.4,49,56,56.43,8
50.02,265.1,215.8,6.4,116.4,113.1,139.4,57,56,55.44,8
49.9,268.2,214.8,3.8,112,109.2,133.5,56,56,55.2,8
44.94,270.1,213.9,1.4,116.9,112.4,134,48,56,55.65,8
50.59,265,215.7,6.2,119.7,115.6,139,57,56,55.89,8
44.04,270.3,215.2,4.1,110.9,108.4,133,51,56,54.91,8
46.05,268.3,216.2,4.7,114.7,110.7,142.4,49,56,55.69,8
45.07,271.3,216.4,2.7,110.3,107.3,129,47,56,55.16,8
40.07,269.1,214.6,2.3,110.7,107.7,127.5,47,56,59.41,8
50.55,269,213.4,3.3,117.1,112.2,142.4,49,56,55.93,8
45.56,265.9,216.3,5.9,116.4,112.9,139.4,53,56,55.73,8
39.95,270.1,215.2,2,110.1,106.9,131,48,56,56.1,8
50.02,267.1,215.8,4.9,119,115.1,138,56,56,55.44,8
45.15,269.9,215.7,2.2,115.3,111.1,134.5,48,56,55.57,8
40.48,266.9,214.4,3.5,111.3,108.4,138.5,49,56,55.98,8
50.14,268.4,215.7,3.7,113.6,110.5,133,56,56,55.03,8
50.27,270.4,216.7,2.5,112.7,109.2,128.5,47,56,54.95,8
45.84,268,215.8,2.9,114.5,110.5,140.4,49,56,55.61,8
49.94,265.2,216.3,6.9,117.6,113.8,140.4,57,56,55.48,8
40.56,270.1,216.2,1.9,108.8,106.5,130,48,56,56.06,8
44.74,269.5,216.7,1.6,109.2,106.9,130.5,47,56,55.16,8
40.15,269.2,214.1,2.8,108,105.9,130,47,56,59.25,8
40.4,266.8,214.4,3.5,112.2,108.4,136,49,56,56.26,8
41.67,267.6,215.9,5.8,114.2,110.7,134,57,56,56.3,8
40.6,270.9,214.5,1.8,114.5,109.8,134.5,49,56,56.38,8
50.51,266.9,214.1,1.7,117.6,112.4,135,47,56,55.61,8
45.15,266.9,215.4,6.1,114.7,111.1,138,53,56,55.52,8
40.07,267.9,215,2.3,110.3,107.7,127.5,47,56,59.37,8
58.82,272.6,216,0.5,108,107.3,51.2,56,56,59.66,8
40.73,265.4,215.1,6.1,110.5,107.7,135.5,57,56,55.85,8
40.23,269,216.7,5.4,109.8,108.2,134.5,57,56,58.92,8
50.39,264.5,216.4,4.9,114.9,109.6,142.9,49,56,55.89,8
40.19,269.3,215.4,6,111.1,109,133,57,56,58.68,8
49.77,269.3,214.9,2,113.8,109.8,128.5,47,56,55.03,8
50.35,266.2,215.9,4.4,114.7,109.2,141.9,49,56,55.89,8
45.84,267.4,214.6,6.3,117.8,113.3,137,53,56,55.81,8
45.15,268.1,214.7,2,115.1,110.7,135,48,56,55.52,8
45.8,267.9,215.7,6,117.8,113.3,138,53,56,55.81,8
40.28,269.3,214.8,3.9,107.7,105.7,132.5,48,56,59.09,8
45.84,266.8,214.3,5.1,114.9,110.7,139.9,49,56,55.69,8
49.9,265.8,215.3,3.6,112.7,109.8,133,56,56,55.03,8
49,266.7,215,5.3,115.1,111.8,140.4,48.45,56,55.32,8
50.1,265.4,217.7,3.7,114.9,110.9,138.5,47,56,55.48,8
45.15,270.6,215.4,2.5,119.9,114.2,138.5,49,56,56.14,8
44.86,270.1,215.4,2.1,113.1,109.4,128.5,47,56,55.36,8
50.43,266.3,216.5,5.9,116.2,111.1,139.9,49,56,55.81,8
50.8,266.8,214.7,3.5,118.3,113.1,142.4,49,56,56.22,8
45.97,267.5,215.7,5.5,114.9,110.9,141.9,49,56,55.73,8
50.43,266.5,214.9,3.9,112.7,105.9,142.9,49,56,56.02,8
45.11,271.3,212.8,1.8,118.3,113.8,134,48,56,55.77,8
40.52,267.5,215.9,4.4,113.3,110.1,134.5,49,56,55.52,8
40.03,269.6,214.8,5.5,109,107.1,134.5,57,56,59.05,8
44.94,268.6,213.6,2.5,111.3,108,129.5,47,56,55.2,8
50.43,265.1,214.8,3.6,112.4,105.9,143.4,49,56,56.02,8
45.48,267.4,214.5,6.2,113.8,110.3,138.5,53,56,55.44,8
45.56,266,215.8,6.1,116.2,112.4,139,53,56,55.69,8
40.81,267.7,214.6,3.5,111.3,108.4,137,49,56,56.06,8
49.9,268.8,215.9,3.7,123,116.9,139.4,49,56,56.47,8
39.33,269.9,213.8,3.6,108.8,106.3,132.5,48,56,56.06,8
44.82,269.7,215.2,1.9,116.4,112.2,135,48,56,55.65,8
44.33,267.3,214.5,3.2,115.7,111.3,141.4,49,56,55.65,8
40.73,265.7,214.1,6,110.3,108,134,57,56,55.89,8
49.86,268.2,215.7,3.5,111.8,109.2,131,56,56,55.2,8
39.5,268.9,214.7,3.7,108.8,106.7,132,48,56,55.98,8
40.85,267.8,213.8,5.4,112.7,110.1,132.5,57,56,58.27,8
50.43,269,215.1,1.7,120.7,114.7,140.9,49,56,56.38,8
40.85,268.9,215.8,3,111.3,108.4,136.5,49,56,56.02,8
50.63,269.1,215.7,3.5,117.8,112.9,140.9,49,56,56.14,8
46.05,274.1,214.4,4.3,117.8,113.8,135.5,57,56,55.85,8
44.7,270.3,213.8,2.2,109.2,106.9,131,47.1,56,55.24,8
41.63,267.7,215.7,5.2,110.3,107.7,133,56,56,59.54,8
40.19,268.7,214.7,3.6,112,108.2,136.5,49,56,56.06,8
50.22,268.4,216.2,1.6,121.2,116,133.5,47,56,55.77,8
50.35,268.6,214.5,1.9,122.5,116.2,141.4,49,56,56.43,8
41.01,267,214.1,4.9,112.2,109.4,136.5,49,56,55.73,8
45.56,268.4,214.7,3.8,117.8,114,135.5,48,56,55.81,8
49.82,270.1,215,2.1,113.8,109.8,129,47,56,55.03,8
40.19,270.1,215,2.2,113.1,110.1,132,48.28,56,57.53,8
50.31,265.7,213.5,3.7,113.1,106.7,142.9,49,56,55.98,8
40.81,270.7,213.3,2.3,112.9,108.6,136,49,56,56.22,8
49.53,263.7,216.7,4.3,120.9,116.2,137.5,48,56,55.73,8
45.84,268.3,215.1,3.3,116.2,111.6,139.4,49,56,55.69,8
50.27,270.5,215.3,2.4,114.5,110.5,128.5,47,56,55.12,8
54.24,269.1,215.6,2.8,106.1,91.6,139.4,50.08,56,56.88,8
49.86,266.8,215.1,1.9,114.7,111.1,136.5,47,56,55.44,8
49.77,265.7,214.6,5.1,114.5,111.1,138,56,56,54.95,8
44.25,268.1,213.6,4,109.2,107.3,133,51,56,55.2,8
45.23,268.9,215.8,2.2,119.5,113.8,138,49,56,56.02,8
39.42,271.3,215.6,3.5,108.8,106.5,133,48,56,56.06,8
50.51,267.6,216.5,1.3,121.2,115.1,141.4,49,56,56.38,8
50.18,267,213.9,1.8,116.4,111.3,136,47,56,55.48,8
39.37,270.8,216.4,3.8,108.8,106.5,132.5,48,56,56.06,8
49.94,264.9,215.6,6.4,117.8,114.2,141.9,57,56,55.65,8
45.31,269.7,214.5,2,118.8,113.1,139,49,56,55.93,8
40.81,267.4,214.3,3.5,111.1,108.2,138.5,49,56,56.02,8
40.4,268.8,212.5,2.2,108,105.9,130,47,56,59.25,8
50.88,266,212.9,3.6,114.9,110.7,136,47,56,55.44,8
40.11,267.8,214.4,5.6,109.4,107.5,131.5,57,56,58.96,8
40.32,270.4,213.4,2.7,107.7,105.7,129.5,47,56,59.21,8
40.28,267.9,215.8,4.5,107.5,105.7,131,48,56,59.09,8
45.43,269.9,213.9,2,117.6,112.2,137,49,56,55.69,8
50.31,264.6,214.7,6.2,115.6,112,139.9,57,56,55.32,8
45.02,270.4,215.2,2.7,110.9,107.7,128,47,56,55.16,8
45.23,267.1,214.4,6.4,114.7,110.7,139,53,56,55.48,8
50.47,267.5,216,2.3,121.7,115.6,139.9,49,56,56.43,8
44.25,270.7,213.9,4,109.6,107.1,133.5,51,56,55.16,8
45.19,267,214.8,6,112,109.6,135,57,56,54.99,8
49.9,266.5,214.8,5.2,117.8,114.5,139,56,56,55.28,8
50.35,268.5,215.6,2.2,122.5,116.2,139.9,49,56,56.43,8
39.78,270.1,214.8,3.9,109.4,107.1,133,48,56,55.81,8
50.43,268.9,216.2,4.2,122.2,116.9,139.9,49,56,56.47,8
45.97,268.5,215.3,3,114.5,110.7,139.9,49,56,55.65,8
40.48,269.8,215.2,1.9,114.7,110.1,135,49,56,56.38,8
50.59,269.9,214.2,3.9,122.7,116.9,139.4,49,56,56.51,8
50.43,269.2,213.9,2,122,116,139.9,49,56,56.43,8
40.19,267.7,213.7,4.8,111.8,108.4,138,49,56,56.06,8
40.85,268.1,214,4.8,112,109.6,134.5,49,56,55.73,8
40.32,265.6,213.3,5.8,111.1,108.4,134,57,56,55.93,8
40.85,266.4,214.6,3.2,111.3,108.4,137.5,49,56,56.02,8
44.21,268.1,214.4,3.8,110.7,108.2,132,51,56,54.91,8
40.03,267.8,215.1,5.5,112,109.6,133,57,56,58.43,8
40.48,268.9,214.6,2.7,111.6,108.6,139,49,56,55.98,8
45.56,269.3,214.4,4.2,119.5,114.2,138.5,49,56,56.14,8
44.94,268.4,215.6,2.1,111.3,108.2,128,47,56,55.2,8
50.8,267.6,214.5,3.3,118.5,113.3,141.4,49,56,56.3,8
44.41,269.5,215.4,3.8,109.2,106.9,134,51,56,55.24,8
43.88,268.2,213.3,3.8,113.1,109.4,136,48,56,55.36,8
52.03,265,215.1,5.6,121.2,116.2,141.4,57,56,56.22,8
50.18,266.8,213.9,3.4,114.9,110.9,137,47,56,55.44,8
40.89,266.8,217.2,2.9,111.1,108.2,136,49,56,56.02,8
50.43,265.3,215,5.9,115.3,110.5,141.9,49,56,55.81,8
45.43,269.7,215.3,2.2,117.6,113.3,133,48,56,55.73,8
40.4,268.6,215.6,3.8,107.5,105.7,133,48,56,59.17,8
49.86,268,215.4,3.5,111.8,109,134,56,56,55.24,8
49.86,266.5,215.7,3.4,114.9,110.9,138,47,56,55.48,8
40.32,268.9,213.9,3.9,112.2,108.2,138,49,56,56.26,8
50.27,270.5,215.9,2,114.2,110.5,129.5,47,56,55.12,8
50.59,268.4,216.1,3.2,117.1,112.4,141.9,49,56,55.81,8
49.57,267.3,215,1.1,112,109.2,130,47,56,55.2,8
41.87,267.7,214.8,4.7,110.7,108.2,129,51.59,56,59.41,8
39.74,269.6,215.6,4,109.4,107.1,133,48,56,55.81,8
40.81,266.8,215.2,3.5,111.3,108.4,137,49,56,56.02,8
40.68,269.6,214.1,1.8,114.2,109.6,135.5,49,56,56.38,8
49.53,264.3,216.3,4.9,121.5,116.2,135,48,56,55.77,8
53.3,266.5,217.2,3.7,109.8,101.3,142.9,49,56,56.3,8
45.72,265.9,214.7,6.2,117.6,113.3,138.5,53,56,55.81,8
40.19,268.2,216.1,5.4,111.1,109.2,134.5,57,56,58.64,8
40.48,268.9,214.6,3.2,111.6,108.6,136,49,56,55.93,8
50.47,265.4,216.3,3.6,114.9,111.1,139,47,56,55.36,8
50.8,267.2,214,3.3,118.3,113.3,141.9,49,56,56.3,8
50.27,268.9,213.9,2.1,119.2,113.6,140.4,49,56,56.3,8
44.29,268.7,216.4,3.7,110.5,108,132.5,51,56,54.95,8
50.39,264.9,217,1.7,118.1,112.9,134.5,47,56,55.65,8
44.7,267.2,216.6,3.6,112.9,109.2,136,48,56,55.36,8
45.72,267.6,214.6,5.3,115.6,111.3,140.4,49,56,55.69,8
45.64,267.6,216.4,3.3,116,111.6,141.4,49,56,55.69,8
49.86,268.6,214.9,3.5,111.8,109,133.5,56,56,55.16,8
50.47,269.6,215.7,2.4,113.8,110.1,129.5,47,56,55.07,8
40.03,270,213.7,2.2,112.7,109.4,132,48,56,56.55,8
50.06,270.6,215.9,1.8,112.9,109.6,129,47,56,54.95,8
41.22,267.6,214.1,6.4,113.8,110.5,135,57,56,56.26,8
40.85,269.2,215.5,3.9,112.2,108.4,137,49,56,56.26,8
40.23,269.8,214.1,4.2,107.7,105.9,132.5,48,56,59.09,8
40.85,267.3,215.9,2.8,111.1,108.4,137,49,56,55.98,8
45.8,268.3,215.6,3.1,116.4,111.8,140.4,49,56,55.69,8
40.07,266.8,215.4,3.9,108,105.9,131.5,48,56,59.05,8
40.23,267.6,215.4,5.7,110.9,109,133,57,56,58.68,8
52.07,267.3,215,4.2,110.5,102.7,143.4,49,56,56.14,8
45.31,268.7,215.4,2.5,119.2,113.6,138.5,49,56,55.93,8
44.45,266.3,215.3,3.2,115.7,111.3,140.4,49,56,55.65,8
40.19,265.7,215.1,5.1,111.8,108.4,136,49,56,56.02,8
40.48,267.1,214.5,6.1,110.5,107.7,134,57,56,55.89,8
49.94,268,216.7,3.8,112.4,109.6,134.5,56,56,55.07,8
49.94,268.5,214.2,3.6,112.2,109.2,132,56,56,55.16,8
44.94,270.6,214.6,2.5,111.3,108.2,131,47,56,55.2,8
40.28,266.8,214.6,4.7,108.6,106.7,134,48,56,59,8
44.94,268.4,213.7,4.5,111.1,108.8,134.5,51,56,54.95,8
39.99,270.5,215.3,2.9,108,106.1,129.5,47,56,59.25,8
39.99,269,214.4,3.4,112.2,108.2,136.5,49,56,56.3,8
45.52,267.1,215.5,6.1,115.7,112.2,136,53,56,55.65,8
58.54,270.5,216,1.5,105.7,88,139.4,50.59,56,57,8
44.66,270.1,213.6,2.4,109.2,106.7,131.5,47.17,56,55.2,8
50.1,262.5,216.6,6.1,116.4,112.7,139.9,57,56,55.4,8
44.86,270.1,215.3,2.2,116.4,112,134,48,56,55.65,8
65.37,271.7,215.3,0,104.5,85.4,60.1,57,56,62.49,8
40.28,268.8,215.4,5.7,110.5,108.6,134,57,56,58.84,8
40.81,267.6,215.6,3.8,111.8,109.4,135.5,49,56,55.77,8
45.19,268.1,214.3,1.7,119.9,114.2,139,49,56,56.14,8
40.03,267,215.2,4.4,108,105.9,133,48,56,59.05,8
40.23,270.4,216.7,1.7,115.1,110.9,135,49,56,56.51,8
44.21,269.3,215.9,4.1,110.1,107.7,132.5,51,56,55.03,8
39.91,268.9,215.3,3.8,112,108.4,136,49,56,56.14,8
50.31,269.5,215.5,2.2,123,116.9,140.4,49,56,56.47,8
39.58,268.2,215,0.1,108.6,106.5,132.5,48,56,56.06,8
49.94,269.7,215.2,1.9,120.4,114.2,139.4,49,56,56.38,8
39.95,266.9,214.3,2.9,111.6,109,136,49,56,55.85,8
41.54,267.7,215.2,5.1,114.7,110.9,135.5,57,56,56.59,8
50.31,270.3,214.2,2,114.7,110.7,129.5,47,56,55.12,8
40.11,269.1,214.8,3.3,112,108.2,136,49,56,56.14,8
45.39,268.3,213.7,1.9,117.6,112.9,135,48,56,55.69,8
65.5,271.4,214.8,0.1,106.5,85.4,59.1,57,56,58.72,8
52.97,267.7,214.5,2.9,106.5,93,140.9,49.85,56,56.88,8
45.88,268.5,215.8,3.1,116.4,111.6,141.4,49,56,55.69,8
40.19,266.8,215.1,5.7,109.6,108,132.5,57,56,58.92,8
45.52,271.1,215.4,2.3,112.9,109.4,134,48,56,55.4,8
45.8,267.5,212.9,3.5,116.2,111.8,139,49,56,55.73,8
50.43,265.8,215.4,1.9,119.9,114.7,133.5,47,56,55.69,8
45.19,265.6,215.8,6,111.8,109.4,137,57,56,54.95,8
44.7,268.2,216.6,3.5,112.7,109,136.5,48,56,55.4,8
45.68,268.5,215.6,3.5,116.7,111.8,139,49,56,55.69,8
49.94,268.2,214.6,3.5,112.2,109.2,131.5,56,56,55.2,8
50.39,264.9,214.7,3.7,114.9,111.1,135.5,47,56,55.48,8
40.44,268.1,215.6,4.2,107.5,105.7,131,48,56,59.21,8
44.16,269,214.1,4,109.6,107.3,132,51,56,55.07,8
50.55,266.8,215.3,3.2,117.1,112.4,141.4,49,56,55.81,8
40.36,271.3,214.8,1.9,108.8,106.3,130,48,56,56.06,8
40.03,267.6,214,3.7,108.4,106.5,131,48,56,59.05,8
50.31,271.2,216.3,2.3,114.5,110.7,131,47,56,55.12,8
49.94,267.9,215.9,3.3,112.2,109.4,133.5,56,56,55.2,8
50.51,270.7,214.9,0,109.6,108,48.2,56,56,59.62,8
44.25,270.3,217.9,4.3,109.4,107.1,133,51,56,55.16,8
40.03,267.9,214.6,3.4,112,108.4,136.5,49,56,56.1,8
40.48,269.8,214.7,1.8,114.9,110.3,135.5,49,56,56.38,8
44.66,268.7,214.9,3.3,112.7,109.2,136,48,56,55.4,8
50.31,269.1,215.4,2.2,122.7,116.7,140.9,49,56,56.51,8
40.03,270.7,214.9,2.5,110.1,107.1,130.5,47,56,59.37,8
50.76,266.2,214.9,3.5,118.3,113.3,140.9,49,56,56.22,8
49.94,266.2,215.5,6.4,117.6,114,140.4,57,56,55.57,8
40.36,267.1,214.7,6.5,110.7,108.2,136.5,57,56,55.89,8
39.91,268.7,215.6,3.8,112,108.4,136,49,56,56.1,8
49.82,264.5,216.1,3.8,111.8,109,133,47,56,55.2,8
40.48,267.3,215.6,4.1,112.2,108.4,138,49,56,56.02,8
49.53,266.2,215.2,3,116.9,112,139.9,49,56,55.81,8
45.43,265.5,215.4,6.1,113.8,110.3,136.5,53,56,55.44,8
40.56,271.6,215.8,1.9,108.6,106.3,131,48,56,56.1,8
50.55,268.5,215.4,3.3,117.4,112.4,142.4,49,56,55.85,8
50.43,269.8,215,2.1,112.4,109.2,130,47,56,54.99,8
40.07,265.8,215.4,3.3,112.2,108.6,136.5,49,56,56.1,8
50.31,266,215.6,1.9,120.4,115.1,135.5,47,56,55.73,8
46.58,267.3,216.1,5.1,117.6,114,135.5,57,56,55.73,8
40.15,270.7,213.3,2.5,108,105.9,129.5,47,56,59.25,8
45.84,268.3,215.8,3.6,116.7,112,139.9,49,56,55.73,8
49.98,263.9,214.4,6.1,117.8,114,139.9,57,56,55.52,8
40.4,268.6,214.9,4.2,107.5,105.7,131.5,48,56,59.17,8
50.59,266.5,216,3.5,117.8,112.7,141.9,49,56,56.1,8
40.07,269.8,214,2.4,111.3,108.4,130.5,48,56,56.1,8
40.52,267.6,214.7,5.4,109.8,107.5,131,48,56,55.81,8
49.82,266.2,216.9,4,114,110.9,138,56,56,54.99,8
45.84,270,215.1,2.1,116.9,111.8,138.5,49,56,55.69,8
40.23,268.7,214.5,3.9,107.5,105.7,131.5,48,56,59.09,8
49.82,268.3,214.2,3.6,113.1,110.1,133.5,56,56,54.95,8
45.84,266.2,215.2,3.7,116,111.6,140.9,49,56,55.69,8
50.59,266.5,216.4,3.2,117.6,112.7,140.4,49,56,56.1,8
45.27,270,215.6,2,119.7,114,137,49,56,56.06,8
45.72,267,215.5,5.5,115.6,111.1,139.9,49,56,55.69,8
45.52,268.2,214,2.2,117.6,113.3,133.5,48,56,55.77,8
45.11,270.9,215.3,2.5,109.2,106.9,129.5,47,56,55.2,8
39.99,272.1,214.7,2.1,112.2,109,131.5,48,56,55.98,8
44.9,270.3,216,1.7,116.7,112.2,134.5,48,56,55.65,8
49.53,264.2,215.6,4.1,121.5,116.4,136.5,48,56,55.73,8
40.6,267.8,213.9,6,113.1,110.1,135,57,56,56.18,8
50.35,267.6,214.5,3.6,116.9,112,143.9,49,56,55.85,8
40.32,266.4,215.2,6.2,110.9,108.4,134.5,57,56,55.89,8
50.72,270.5,215.6,2.6,112,109,130,47,56,55.12,8
53.54,266.3,215.4,3.6,107.5,97.1,143.9,49.24,56,56.79,8
45.27,266.5,214.6,6.1,115.1,111.6,137.5,53,56,55.52,8
40.36,270.4,215.8,1.9,115.1,110.5,135.5,49,56,56.43,8
45.23,266.2,216.1,6,112.9,110.3,136.5,57,56,54.99,8
45.48,269.7,215.3,2.5,117.4,112,138.5,49,56,55.69,8
50.96,264.9,216.3,3.9,111.3,104.3,143.4,49,56,56.06,8
50.72,265.3,214.9,6.2,119.9,115.7,139.4,57,56,55.98,8
45.48,268.1,213.6,2,117.8,112.2,139,49,56,55.77,8
50.35,267.9,216.3,1.4,118.5,113.3,135.5,47,56,55.69,8
50.22,268.6,217.9,2.3,119.7,113.8,140.9,49,56,56.3,8
49.82,268.3,215.9,3.3,112.9,110.1,134,56,56,54.95,8
49.12,267.5,215.1,5.5,114.9,110.9,133,55.59,56,55.07,8
45.27,269.6,214.4,2,119.2,113.6,138.5,49,56,56.02,8
39.58,270.2,216.1,3.7,109,106.5,133.5,48,56,55.93,8
41.42,269.6,216.5,5.1,112.4,109.8,136,49,56,55.69,8
40.81,268.7,214.7,3.8,112,108.4,137.5,49,56,56.02,8
45.27,268.1,215,2.6,114.2,110.9,142.4,49,56,55.57,8
45.56,266.1,214.1,6.1,116.2,112.2,137,53,56,55.69,8
44.25,269.1,214.7,4.3,109.4,107.3,132,51,56,55.2,8
45.19,270.3,216.3,2.2,119.7,113.8,137.5,49,56,56.1,8
44.94,269.9,215.5,2.8,111.3,108.2,130,47,56,55.2,8
49.73,266.5,216.3,3.1,116.9,112,141.9,49,56,55.81,8
45.48,268.2,215.6,6.6,115.3,111.8,139.9,53,56,55.61,8
39.7,268.2,213.8,1.2,112.4,108.6,135,49,56,56.3,8
44.45,268.5,214.1,4.2,113.3,109.6,137,48,56,55.32,8
45.31,269,214,2.3,119,113.3,139,49,56,55.93,8
50.8,267.4,213.6,3.9,123,116.9,138,49,56,56.51,8
39.99,268,214.8,4.2,108,106.1,130.5,48,56,59.05,8
45.68,268.8,213.4,3.8,118.3,114,135,48,56,55.81,8
45.56,268.3,216.7,6.2,116.7,112.9,139,53,56,55.73,8
46.58,268,214.7,5.8,118.8,114,138.5,53,56,56.02,8
40.28,268.4,216.2,4.5,107.7,105.9,132.5,48,56,59.17,8
52.76,267.9,215.4,3,106.5,93.7,142.4,49.75,56,56.88,8
39.46,267.7,215.9,4.1,108.6,106.1,132.5,48,56,56.06,8
53.05,266,215.1,3.3,107.3,96.2,142.4,49.37,56,56.83,8
41.34,268.4,215.9,5.3,112.7,110.3,134,57,56,58.19,8
40.19,267.1,214.4,2.4,112.4,108.6,135.5,49,56,56.3,8
44.86,270.4,214.4,2.5,112,108.6,127.5,47,56,55.2,8
40.23,268.8,214.5,2.5,112.4,108.4,136.5,49,56,56.3,8
50.51,266.7,215.1,1.7,119.2,114,134.5,47,56,55.69,8
45.19,269.4,215.1,1.7,116.9,112.7,133.5,48,56,55.65,8
40.03,268.6,216.1,2.6,110.1,107.3,129.5,47,56,59.33,8
50.35,267.1,214.9,1.9,120.4,115.3,135,47,56,55.73,8
50.02,265.4,214.4,2.7,114.9,111.1,135.5,47,56,55.48,8
50.27,267.1,215.3,2.2,119.5,113.6,140.9,49,56,56.3,8
50.47,266.8,215.1,2,121.7,115.3,140.9,49,56,56.43,8
40.56,268.2,214.9,3.3,111.8,109.4,135.5,49,56,55.81,8
44.66,268.2,215.1,3.1,112.7,109.2,135,48,56,55.4,8
40.32,268.6,214.8,5.3,113.1,109.8,134.5,49,56,55.61,8
49.9,267.6,216,2.4,120.2,114.5,140.9,49,56,56.34,8
40.23,271.5,214.3,1.5,115.1,110.9,135,49,56,56.47,8
50.59,266.8,214.7,2.1,117.1,112.2,134.5,47,56,55.57,8
45.19,267.2,215.4,6.1,114.7,110.9,136,53,56,55.48,8
41.18,267.1,214.9,5.4,112,109.8,135,49,56,55.73,8
40.81,268.5,216.4,3,111.3,108.4,138,49,56,56.06,8
50.35,270.9,215.9,1.8,120.4,114.5,139.9,49,56,56.38,8
44.62,268,215.8,3.5,112.9,109.2,136,48,56,55.36,8
45.88,268.9,214.5,3.1,114.5,110.7,140.4,49,56,55.65,8
49.94,265.5,215,5.4,117.8,114.7,138,56,56,55.28,8
40.56,271.4,214.5,2,112.9,108.4,135.5,49,56,56.18,8
40.19,267,214.8,5.8,110.9,109.2,133.5,57,56,58.68,8
44.66,268.2,215.5,3.5,112.4,109,137,48,56,55.4,8
44.29,268.7,215.4,4.3,110.5,108.2,132.5,51,56,54.91,8
45.8,268.3,214.9,5,115.3,110.7,141.4,49,56,55.69,8
39.7,269.5,214.7,4,109.4,107.3,132.5,48,56,55.81,8
44.9,268.9,215,1.8,113.1,109.4,134,48,56,55.44,8
44.86,269.5,214.1,2,113.1,109.6,128.5,47,56,55.44,8
50.18,267.2,216.6,2.4,123,116.7,139.9,49,56,56.47,8
40.19,267.7,215.5,3.3,112,108.4,138,49,56,56.06,8
50.02,268.3,216.2,2.2,119.7,114,140.9,49,56,56.34,8
50.27,267,216.5,2,120.9,115.6,135,47,56,55.77,8
39.99,268.3,213.5,4.2,108.2,106.1,132.5,48,56,59.05,8
45.43,267.5,215.7,6.2,113.6,110.1,140.4,53,56,55.44,8
45.23,267.7,214.6,1.7,114.2,110.1,135,48,56,55.44,8
50.31,268.4,215.1,3.7,113.3,110.5,133.5,56,56,55.03,8
46.01,266.4,215.9,4,114.5,110.7,140.4,49,56,55.69,8
40.68,265.9,212.8,5.8,113.3,110.1,133.5,57,56,56.18,8
45.07,270,214.7,2,116.9,112.7,133.5,48,56,55.65,8
49.77,265,215.4,4.9,114.2,111.1,138,56,56,54.99,8
44.08,268.9,215.6,4.1,110.7,108.4,133,51,56,54.91,8
45.23,269.3,214.8,2,113.8,110.1,134,48,56,55.44,8
51.21,264.5,215.2,6.7,120.2,116,139.4,57,56,56.1,8
39.87,269.6,214.1,3.6,112.4,108.2,136,49,56,56.3,8
50.51,266.2,215.9,3.9,115.1,110.9,138,47,56,55.52,8
49.65,267,215,3,113.8,110.7,134.5,56,56,55.07,8
45.27,270.4,213,2.2,119,113.3,138,49,56,55.93,8
45.23,268.1,215.6,2.5,119.5,113.8,139,49,56,56.06,8
40.44,267.6,214.7,3.3,111.6,108.2,138.5,49,56,56.02,8
50.02,264.9,215.9,6.4,116.4,112.9,139.9,57,56,55.44,8
45.11,269.8,214.7,1.4,118.1,113.8,134.5,48,56,55.77,8
45.19,268.1,215.6,5.9,114.7,111.1,139.4,53,56,55.48,8
50.51,269.1,216.1,1.7,114,110.1,129.5,47,56,55.03,8
50.59,269,215,3.6,117.1,112.2,140.4,49,56,55.81,8
40.36,269.5,215.3,2.4,107.7,105.9,129,47,56,59.25,8
40.15,270,213.7,4.2,107.5,106.1,132,48,56,59.09,8
49.73,267.2,216.1,1,118.5,113.3,140.4,49,56,56.3,8
40.36,268.5,214.9,3.5,111.3,108.2,138.5,49,56,56.02,8
50.8,266.4,215.8,3.3,118.5,113.3,140.4,49,56,56.3,8
45.72,268.4,215.8,3.3,116.7,111.8,140.9,49,56,55.69,8
45.15,269.6,214.2,2.6,109.4,106.9,129,47,56,55.2,8
50.55,264.6,215.3,6.2,119.5,115.3,140.9,57,56,55.89,8
50.31,267.8,215.1,0.9,122.7,116.9,139,49,56,56.47,8
39.78,270.3,214.1,4.3,109.4,107.1,133,48,56,55.85,8
49.98,267.6,215.1,1.8,119,113.6,139.9,49,56,56.26,8
39.95,268.7,215,4.1,108.2,106.1,132.5,48,56,59,8
65.29,270.7,214.3,0,104.3,85.4,59.6,57,56,63.88,8
50.35,268.4,216.5,2.4,122.7,116.7,140.4,49,56,56.43,8
50.06,265.6,215.7,3.4,114.7,110.9,137,47,56,55.44,8
40.19,267.2,214.8,4.8,111.6,108.4,137,49,56,56.02,8
45.23,267.8,215.1,6.1,114.9,111.1,136,53,56,55.52,8
40.28,266.7,214.3,6,110.9,108.2,134.5,57,56,55.89,8
44.21,269.1,216,4.1,109.8,107.5,132,51,56,55.03,8
40.32,266.5,216,6.2,110.7,108,135,57,56,55.89,8
50.8,267.1,215.7,3.5,118.5,113.3,140.9,49,56,56.22,8
40.23,268.6,215.4,2.4,107.7,105.7,128.5,47,56,59.25,8
39.37,269.5,215.5,3.8,108.8,106.3,133,48,56,56.06,8
45.31,269.8,215.4,2.4,118.3,114,135,48,56,55.77,8
40.28,269.8,215,2,112.9,109.6,131,48,56,57.45,8
51.62,266.1,215.8,5.4,122,116.9,138.5,57,56,56.38,8
