TEO,FWC,FWE,TCA,TO_sump,TO_feed,PO_feed,VC,VE,TWI,Y
44.66,268.6,215.2,3.4,112.9,109,134.5,48,56,55.4,8
40.03,267.9,215,2.3,109.4,106.9,129,47,56,59.33,8
50.43,267.4,214.8,3.2,114.9,111.1,138,47,56,55.36,8
41.79,268.6,215.1,4.9,110.7,108.2,132.5,56,56,59.46,8
45.27,268.7,215.2,2,119.2,113.3,139,49,56,55.93,8
40.19,268.2,214.9,5.1,111.6,108.2,138,49,56,56.02,8
39.33,268.8,214.8,3.8,108.6,106.3,133,48,56,56.06,8
40.32,267.9,216,6,110.3,108.4,134,57,56,58.84,8
50.35,266,215.4,5.7,116.7,111.8,141.4,49,56,55.81,8
44.66,268.9,215.1,3.6,112.7,109.2,136,48,56,55.4,8
40.15,267.1,214.6,2.8,111.8,109.2,138,49,56,55.81,8
41.18,269.1,215.6,4.9,115.1,111.1,135.5,57,56,56.59,8
49.77,267.2,215.6,5.1,114.2,111.1,138,56,56,54.95,8
45.48,266.3,214.5,5.8,114.9,112.2,137,57,56,55.24,8
44.9,268.4,214.3,3.1,115.7,111.3,137.5,49,56,55.65,8
50.27,267.8,215.2,4.7,113.8,110.9,137,56,56,55.07,8
45.02,268.3,213.4,1.9,115.6,111.3,134,48,56,55.57,8
44.7,268.3,216,3.5,112.7,109.2,135,48,56,55.4,8
49.98,266.4,215.2,3.7,114.9,111.1,137,47,56,55.57,8
